sale_date,product_id,product_name,product_category,product_subcategory,unit_price,quantity_sold,sale_country,sale_city
1993-10-27,2314893,same,son,race,906.65,41,Lesotho,New Jamesmouth
1982-01-04,2678601,reach,goal,rate,940.31,46,Sweden,North Joyceland
2014-08-26,6650094,contain,institution,offer,857.53,70,Norway,Reneehaven
1984-06-25,4500095,customer,appear,hour,380.54,20,French Southern Territories,Rachelshire
2009-01-25,3038484,also,until,focus,552.21,40,Guatemala,Port Stephaniestad
1985-09-07,3233801,focus,hotel,those,366.53,84,Norfolk Island,New Kathrynside
1991-01-15,3237170,hold,yet,small,974.73,70,Australia,Gallegosport
1975-03-27,7179043,thought,hundred,example,139.98,82,Benin,West Karenhaven
1983-09-16,2079084,black,lose,fire,762.18,45,Congo,Joelmouth
1976-06-21,122269,down,man,arrive,569.59,88,Panama,Port John
1995-10-20,2311794,number,set,organization,180.39,85,Palau,New Christopher
2020-07-02,858997,end,close,probably,408.53,26,Liechtenstein,West Jamesfort
2012-10-05,375350,onto,thought,add,429.84,54,Uganda,Zacharyland
1977-05-18,2056684,book,fire,picture,745.34,56,Russian Federation,Paulview
2007-06-17,2637662,school,option,million,494.33,65,Cayman Islands,Bartonville
2011-08-05,6348544,break,close,major,31.35,45,Aruba,South Joycefurt
2000-12-05,741222,example,federal,lay,650.1,16,French Guiana,New Ruben
2007-01-19,1523020,break,rise,forward,579.03,79,Japan,East Priscillaton
2016-03-28,6460690,size,rest,ability,364.25,74,Kenya,West Dianeside
1997-10-20,5043720,official,deal,go,518.05,68,Holy See (Vatican City State),Murraytown
1986-05-02,2312431,there,think,continue,777.35,32,Uganda,Beasleychester
2011-03-23,9636267,think,girl,gas,923.16,6,Guam,Scottside
1997-10-28,83320,writer,property,sound,742.2,96,Saint Helena,New Jacquelineburgh
1999-07-16,519455,garden,husband,difference,345.94,97,Belgium,Marymouth
1996-08-18,3183494,grow,Mr,newspaper,425.96,45,Sweden,Stephenfurt
2011-11-16,5708408,purpose,put,protect,648.85,32,Cote d'Ivoire,Janefort
2006-12-08,9796721,focus,various,under,167.16,45,Austria,Rhondamouth
1995-11-06,5873679,any,behavior,house,353.15,54,Anguilla,New Linda
2022-12-26,1196181,that,south,learn,670.13,83,Namibia,South Clayton
1985-10-06,2926789,alone,big,artist,786.76,67,Saint Vincent and the Grenadines,South Vickiton
1971-07-23,1380987,west,southern,parent,469.87,97,Tanzania,East Heather
2007-09-12,3766990,risk,might,girl,88.57,42,Tajikistan,West Max
2018-06-28,4191267,this,floor,program,893.41,7,Tanzania,Vincentburgh
2017-01-11,1923199,Democrat,a,maintain,74.86,52,Antigua and Barbuda,Charlesborough
1971-01-31,1949253,involve,area,performance,580.82,83,Belgium,Keithville
2007-07-08,3830996,rest,picture,short,295.23,31,United States Minor Outlying Islands,Courtneyville
2009-02-14,5507229,role,street,partner,433.75,81,Brazil,Jackland
1972-08-10,9047091,far,because,media,196.27,3,Paraguay,Lake Ashleyborough
2002-12-05,1270921,reality,language,baby,559.91,37,Argentina,West Sheila
2003-01-30,9141341,never,customer,along,559.52,97,Bermuda,East Christianhaven
1977-05-03,9535881,walk,describe,off,675.27,27,Slovenia,Nguyenport
1999-12-15,5243502,marriage,heavy,take,718.15,72,Lebanon,Schneiderburgh
2019-03-11,9428043,than,activity,finish,793.03,26,United Kingdom,Heiditown
1976-10-14,1983211,alone,establish,clear,634.75,64,Macao,West Amanda
1989-12-14,265825,by,state,fund,915.79,39,Bahamas,Josephmouth
1983-12-10,5077847,resource,fish,research,642.07,67,Sweden,Sharonmouth
1978-04-10,1090883,course,significant,whom,309.38,81,South Africa,Andersenview
2015-01-13,6393689,nation,follow,major,28.98,26,Kuwait,New Samanthastad
1986-02-04,3932264,administration,teach,standard,285.27,68,Western Sahara,Crystalfort
1991-12-15,162950,spring,hair,figure,180.21,58,Colombia,North Connie
1976-08-21,8997309,system,walk,day,145.56,32,Holy See (Vatican City State),Lake Anita
2022-11-04,3914466,since,thank,treat,51.83,44,Oman,New David
2000-08-13,4086750,any,remain,upon,469.41,11,Maldives,Lake Kylie
1991-01-09,6354265,somebody,brother,social,960.65,96,Iceland,Calderonshire
2016-01-11,828345,worker,win,reveal,961.56,71,United Kingdom,Lake Michael
2001-07-21,4366483,special,culture,drug,389.99,87,Barbados,New Tylerberg
2018-06-22,325063,tell,western,deep,913.97,87,Austria,Kellyside
2000-03-02,5453432,lot,so,fall,833.28,88,Gambia,Jonesview
2015-09-25,244588,have,science,bed,379.92,3,Sao Tome and Principe,South Rachelberg
2012-09-21,365367,work,feel,stop,359.28,21,Bermuda,Port Regina
2001-10-13,3939144,national,dinner,himself,579.32,18,Djibouti,Stephaniechester
2022-06-30,2924260,beautiful,there,charge,747.56,80,Ireland,Susanstad
1976-02-10,5737482,car,very,that,239.72,53,Antigua and Barbuda,Port Jason
2009-04-15,3088864,today,support,authority,715.02,65,Finland,Port Yolanda
2014-11-14,1529310,too,owner,recent,680.76,74,New Caledonia,West Larryview
2004-08-02,1912700,message,move,remain,802.9,26,Uruguay,Lake Elizabethberg
2014-06-28,7127722,serious,couple,door,341.63,25,Sierra Leone,Lambertmouth
2008-01-03,4490086,production,she,game,445.72,12,Lebanon,Ibarraland
2010-05-24,2368136,look,data,make,471.55,97,Ethiopia,Michelleville
1993-09-11,5028808,across,culture,effort,358.06,64,Morocco,North Alicechester
2015-10-14,8225566,ever,professional,bed,17.03,88,Mauritania,Port Stacie
1985-07-20,9943992,chair,issue,evening,138.33,70,Uruguay,Dennisside
1996-02-17,8905304,oil,arrive,instead,42.39,63,Mexico,Kaitlynchester
2017-10-29,8065462,can,manager,language,875.58,43,Iran,Port Wendy
1996-01-16,6403005,charge,allow,myself,385.03,9,Belarus,East Amber
2017-01-29,693385,agency,customer,man,226.15,31,Tonga,Christinaville
1971-01-22,7853413,both,value,language,604.48,16,Maldives,North Stacey
1989-01-02,2025020,cold,foot,speak,943.69,88,Bahamas,New Leviborough
1987-04-25,5861564,skin,future,many,365.66,57,Malawi,Port Robert
2012-07-08,8379967,today,item,director,907.08,90,Burkina Faso,New Teresaburgh
1992-07-12,8696746,billion,win,sell,925.12,26,Jersey,Troyville
1976-04-13,163040,key,serious,customer,798.06,33,Swaziland,New Steven
2018-12-31,8480370,arm,spend,owner,908.59,59,Costa Rica,Veronicaview
1988-07-14,5580467,thus,thing,break,597.99,71,Kyrgyz Republic,Aguilartown
1999-08-01,5084703,condition,join,grow,663.37,90,New Zealand,Jameschester
1972-09-14,9039136,enough,kind,fall,285.87,44,Holy See (Vatican City State),Kathyshire
1993-05-06,9122079,floor,service,never,457.76,37,Hong Kong,Patrickstad
1993-03-07,5564365,list,alone,city,913.9,45,Niue,Bartonborough
1995-07-05,9374539,admit,term,ability,509.18,83,Ghana,Riveraland
1992-04-10,2981735,air,score,sound,755.47,48,Indonesia,Ruizmouth
2017-01-26,8618951,deep,skin,size,299.05,20,Venezuela,Adamsborough
1976-10-14,2411220,cold,develop,throughout,935.27,53,Kazakhstan,Romanview
1995-06-21,1015608,hear,finish,necessary,187.0,78,Montserrat,Darlenefort
1989-11-01,1407451,guy,street,fact,918.12,28,Korea,Prattville
1979-03-06,4457260,institution,man,idea,17.78,14,Anguilla,South Heather
2019-04-12,5753389,firm,land,perform,497.57,41,Israel,Christopherstad
1994-04-29,39141,begin,include,deep,700.53,56,Gibraltar,Boydville
1973-03-10,3013956,different,including,store,129.98,40,Saint Helena,New Jonathan
1979-02-14,7354927,chair,whether,thought,11.6,14,Greenland,New Brandi
2018-10-29,3756018,ten,still,whether,809.12,79,Algeria,New Heather
2011-06-06,1722602,again,occur,success,786.23,94,Togo,Colleenburgh
1973-06-11,8807862,education,rich,early,862.02,21,Malawi,North Andrewmouth
1998-12-28,104128,bit,image,purpose,454.73,9,North Macedonia,East Cindyburgh
2015-02-14,8008443,style,ground,third,748.81,5,Japan,New Jenniferfort
1986-07-09,1385760,never,western,hospital,448.23,45,Mauritius,Mullinsshire
1997-01-31,1781758,policy,themselves,anyone,631.99,81,Libyan Arab Jamahiriya,Lake Timothy
1988-03-14,8536802,system,say,her,693.7,41,Honduras,Gillview
2008-04-18,1126902,find,despite,focus,405.87,8,Austria,Lake Scott
1992-06-13,5276608,ability,summer,treat,163.83,18,French Southern Territories,South Andreafurt
1984-03-05,8100776,owner,message,discuss,483.18,74,Serbia,North Courtney
2006-05-21,3695389,reality,force,job,432.79,87,Equatorial Guinea,New Alexandriaberg
2002-05-21,5039516,behavior,list,project,957.24,61,Suriname,Wongberg
1980-10-30,7939295,dark,plant,must,989.22,62,Korea,Brookshaven
2006-07-22,1370032,represent,career,take,366.09,64,Djibouti,South John
2008-03-30,5651867,a,fight,interesting,43.06,54,Nicaragua,Bassburgh
1994-01-17,1095535,some,increase,model,613.15,79,Reunion,New Jill
2002-08-30,4289193,race,safe,lay,820.35,62,Dominica,Smithstad
2022-05-17,902446,enough,line,best,762.29,16,Kenya,West Chelseaside
1971-02-15,7101927,discover,fight,major,952.14,32,Macao,Dennisfort
2009-02-19,2453619,myself,experience,machine,118.46,52,Jersey,Brownbury
1973-07-25,7707004,avoid,national,ever,556.88,24,Cuba,West Samuelstad
2021-12-15,9388659,senior,high,drive,793.52,54,Mali,Anthonyfort
1979-05-31,6973945,hope,per,future,308.65,49,Isle of Man,East Melissafort
2014-01-22,9831341,fire,happen,much,258.35,77,Cuba,South Bradleyfurt
2021-10-26,4804804,tend,foot,fall,916.06,86,Liberia,Alicialand
1995-06-26,9362949,trial,trial,fund,698.67,61,Congo,West Amanda
1970-12-21,9595153,camera,various,degree,655.24,63,Ireland,Port Aaron
2016-01-27,5363182,conference,until,throw,140.43,49,Azerbaijan,North Christopherport
1976-10-14,4691065,their,design,focus,836.69,49,Estonia,Dukeland
2009-06-18,1355217,economy,total,quickly,765.15,45,Belize,New Robertfort
2023-03-11,3877352,camera,list,up,190.59,89,Nigeria,Port Logan
1996-06-20,3658199,focus,term,spring,588.79,72,Equatorial Guinea,South Charlesburgh
2002-09-13,4280859,and,for,must,446.58,21,Bosnia and Herzegovina,Chenfort
1980-08-11,5532738,white,foreign,since,521.2,16,Tanzania,Lake Gregory
1977-09-11,9238470,role,red,culture,769.6,62,Comoros,West Amandaville
1973-12-29,5692189,however,away,candidate,575.87,54,Slovakia (Slovak Republic),New Joseph
1970-12-19,7208839,simple,shoulder,piece,899.34,85,Iran,Johnsonshire
1974-06-16,1858478,range,even,resource,116.06,94,Fiji,North Jamie
2023-05-20,9539403,both,article,chance,720.72,3,Mozambique,New Stephenfort
1991-04-27,8609808,hot,government,effect,544.41,89,Fiji,Williamfurt
2010-06-27,4137048,matter,sense,property,930.6,79,Israel,Wilsonfort
1992-06-03,1324520,health,but,majority,384.53,14,Saint Helena,New James
2013-12-18,1836215,edge,town,bed,772.83,73,Hungary,Rubentown
1977-05-11,5732630,moment,fund,scientist,754.4,68,Indonesia,Wattshaven
2014-02-03,4871239,themselves,personal,wait,419.41,48,Western Sahara,Lake Kathleentown
1993-10-14,9934397,from,draw,offer,68.05,41,Saint Helena,Lake Nicoleville
1987-06-14,7915308,suddenly,same,sing,309.93,75,Spain,Davismouth
2012-05-22,5818463,beat,soldier,fill,881.32,67,Guinea-Bissau,Toddport
1996-08-16,3231657,law,among,themselves,826.2,27,Montenegro,East Jamie
1987-12-12,1089654,conference,person,commercial,615.91,89,Uruguay,East Michelle
2006-11-20,617615,wonder,clearly,leave,83.91,93,Sweden,East Heatherstad
1992-09-03,2610513,be,picture,catch,607.2,57,French Guiana,Youngberg
2018-08-03,8529874,democratic,nature,into,997.29,77,Rwanda,West Frank
2006-08-28,811916,peace,question,out,594.24,91,Reunion,West Peterstad
2004-06-03,2664352,visit,hand,fill,465.14,22,Liberia,South Sarah
1999-04-09,121528,pretty,ten,evidence,454.5,26,Norway,Curryhaven
2021-07-28,824862,machine,go,particularly,708.96,82,Ecuador,Lake Jeremyburgh
1988-04-26,541983,begin,likely,may,318.77,25,Sri Lanka,Martinville
2023-03-13,8924955,career,machine,analysis,41.2,85,Czech Republic,Johnsonfort
1985-12-21,8862985,find,easy,activity,279.46,89,Saint Martin,New Amber
1991-09-25,8770317,successful,power,research,300.3,75,Albania,Christopherside
2019-08-15,7494893,through,her,none,756.55,23,Suriname,Lake Amandafort
1991-11-19,1441393,fine,he,phone,85.17,16,Finland,Lake Jamestown
1973-10-14,5179484,develop,build,financial,341.46,80,Argentina,East Jamesbury
1970-10-12,6932624,side,able,Mrs,794.27,40,Japan,Maryland
2004-04-21,5909617,short,big,describe,943.73,54,Algeria,East Brittany
2022-01-13,8391483,miss,of,race,318.91,75,Tunisia,Juanburgh
2018-04-23,2134941,film,account,road,964.03,27,Uruguay,East Darren
2023-06-01,3358492,deal,American,fire,484.21,80,Netherlands,Holderborough
1995-03-21,1712015,let,over,room,179.13,79,Belarus,East Michael
1993-09-30,5671485,American,debate,can,92.6,24,Czech Republic,East Brian
1974-12-03,3396135,budget,five,west,710.37,1,Switzerland,New Phillip
2007-07-25,2688417,task,west,term,947.23,49,Namibia,Sueton
1991-04-02,7629668,but,miss,success,658.02,8,Korea,Johnport
1994-02-10,7470445,recognize,word,head,508.08,54,Sao Tome and Principe,Powellburgh
1985-01-19,58317,resource,peace,several,148.24,58,Bolivia,Fosterfurt
1972-04-23,7676317,whom,phone,next,137.23,59,Comoros,New Richardchester
2020-03-28,9466292,cup,tax,new,631.28,8,Cyprus,Joseside
1976-12-03,8812676,coach,yourself,throughout,130.9,87,Japan,North David
1973-07-17,4230380,mind,write,chance,13.1,22,Austria,Anntown
2023-04-13,1851956,news,tend,business,111.47,74,Peru,Antoniomouth
2021-10-03,3278345,thank,during,process,680.41,64,Singapore,Scottfort
1971-12-11,9926987,main,development,film,192.67,88,Tuvalu,South Anthonyberg
2003-12-16,8779931,group,summer,page,818.97,74,Falkland Islands (Malvinas),Feliciaview
2008-05-09,6254980,much,quality,me,747.68,36,Mozambique,West Sandrabury
1983-08-15,4901245,you,ahead,interest,937.87,40,Kiribati,Davishaven
1980-03-17,5161024,cold,without,nothing,204.53,43,Qatar,Byrdburgh
1996-01-14,8458711,represent,range,region,233.94,55,Syrian Arab Republic,Emilyfurt
1995-08-22,2351719,brother,spend,gun,933.23,45,Malta,Lake Kyle
2004-11-29,7400666,bring,chance,list,988.2,25,Mongolia,Elizabethbury
2011-01-25,8362640,development,development,glass,39.2,73,French Polynesia,North Rogerbury
1986-08-03,1338696,wall,city,government,297.57,18,Myanmar,Hopkinsmouth
1983-04-10,3008448,represent,behavior,white,423.88,96,Cook Islands,Mcguirefort
1991-11-21,7350838,measure,accept,career,612.26,97,Gabon,North Heather
1979-11-09,615961,too,join,result,637.6,49,Turkmenistan,Lindseyville
1976-06-28,1788659,course,international,training,733.25,52,Tanzania,New Andreastad
1983-07-30,4435351,best,low,task,555.34,28,Cocos (Keeling) Islands,Ginaborough
1972-02-22,5435366,ball,test,down,976.55,74,Peru,Codymouth
2002-03-11,2263216,can,condition,prepare,604.44,61,Marshall Islands,South Jennifer
2009-06-14,4512077,manager,sign,table,826.54,90,Maldives,New Michael
2017-10-07,8970127,job,brother,marriage,890.99,93,Cambodia,South Tracey
1994-01-25,7171639,idea,visit,whom,853.67,73,Gibraltar,Youngview
2010-12-07,2633033,suggest,spring,page,805.78,80,Norway,New Aaron
1971-03-19,7576717,foreign,nor,this,654.38,24,Norway,Leeberg
2021-05-14,4789262,speak,even,my,777.38,23,Estonia,South Gabriella
2017-04-22,1423157,commercial,thus,certainly,420.11,3,Australia,Stephensonhaven
2020-07-24,7600324,best,even,around,770.35,52,Guadeloupe,Peckfort
1982-02-08,7089738,whole,color,action,475.27,33,Gambia,Lake Evanmouth
2022-03-20,4957641,water,training,cold,506.32,4,Tokelau,South Laurenborough
2015-07-02,7629084,newspaper,author,yet,213.65,90,China,Ricardoburgh
1978-07-23,3187192,treatment,first,sure,305.25,24,Ireland,North Yolandaville
1973-06-04,9109269,water,oil,determine,260.85,34,Philippines,Port Kyle
2008-02-12,486476,player,son,keep,543.02,7,Saint Helena,Jamesport
1974-10-10,3024241,adult,cause,manage,352.0,18,American Samoa,New Hollymouth
1978-09-21,6214331,staff,treatment,recent,627.82,72,Korea,Boothmouth
2002-07-04,123747,western,need,establish,519.22,95,Guinea-Bissau,Dawnmouth
2021-02-22,5109862,executive,police,seem,71.8,97,Maldives,Cuevashaven
2015-01-25,2656969,green,human,wide,967.01,17,Canada,East Melanie
1989-09-28,8387761,service,price,lay,248.17,3,Togo,South Courtney
1973-03-25,9312204,according,method,shoulder,728.63,40,Bahrain,Franciscoside
2014-03-01,4329937,piece,kind,laugh,758.67,56,Gibraltar,East Christine
1990-01-04,1493667,much,mind,leader,329.26,24,Papua New Guinea,South Scott
2004-02-04,2271082,religious,according,since,306.6,49,Senegal,Danielhaven
2007-02-11,1641650,usually,program,personal,905.27,35,Tuvalu,New Benjamin
1970-12-04,5256976,face,this,night,913.64,28,Switzerland,Kimberlybury
2000-10-27,4117268,author,dinner,prevent,876.19,19,Saint Vincent and the Grenadines,Bennettland
2023-03-24,1164803,camera,east,view,596.84,74,Maldives,Lake Laurenberg
1984-01-31,6003627,laugh,wind,address,75.49,38,Mayotte,Williamsmouth
1994-04-13,1106242,under,try,teach,165.01,28,Ecuador,West Tracey
1988-01-24,5967840,law,success,summer,35.54,74,Kazakhstan,Jamesland
1978-10-12,5565969,task,method,rock,515.47,36,Monaco,North Melissa
2010-02-23,6419760,common,least,yourself,137.24,77,Palestinian Territory,Mcneilstad
2003-08-19,4099225,choice,her,similar,233.28,9,Latvia,New Aliciamouth
1981-06-30,4105198,rule,west,lose,607.96,44,Guadeloupe,North Carlaview
2000-03-25,1583336,claim,meeting,military,439.61,59,Bhutan,Port Billyshire
2019-03-19,2461310,also,team,fact,952.35,3,Poland,South Alexander
2006-02-12,6614941,two,over,ever,334.46,91,Finland,West Manuelton
2017-06-23,6801520,throw,guess,just,560.02,7,Cayman Islands,Ramseyville
2004-11-20,7936211,knowledge,design,save,465.07,64,Belize,South Derekhaven
2019-01-09,8984157,according,skin,instead,959.27,50,Malta,Barronton
1977-05-09,9847706,so,even,on,591.28,87,Russian Federation,Nelsonborough
1978-01-03,2259268,speak,southern,green,701.78,35,Burkina Faso,East Ronald
2007-07-02,8301721,despite,style,religious,903.84,17,Senegal,Youngborough
2002-08-31,8069655,program,suffer,common,246.35,100,Panama,South Brianmouth
2007-10-13,8144993,bring,challenge,these,678.45,99,Ecuador,Lake Perrystad
1998-07-04,9142075,force,above,appear,680.06,65,Guyana,West Sabrinastad
1971-07-21,8431483,visit,against,bed,705.9,36,Saint Barthelemy,West Matthew
1983-02-06,427533,along,relate,school,924.17,92,Martinique,Powersview
2001-07-30,6932547,about,final,big,971.19,5,Morocco,Atkinsonview
2007-10-02,9671261,report,keep,because,119.34,33,Gabon,Yorkport
1976-05-05,5793726,interesting,sometimes,few,497.65,27,Faroe Islands,Garyfort
1976-06-08,4817310,election,also,walk,453.88,74,Grenada,Johnsonton
1976-02-22,8698023,mind,garden,only,835.28,39,Hungary,Millerstad
2012-06-02,687251,front,why,reason,375.09,27,Senegal,Robertbury
1998-03-21,121031,possible,despite,only,974.82,58,Iraq,Brownshire
1985-03-02,4956983,body,audience,these,905.51,71,Turkmenistan,Baileyfurt
1980-11-06,6240930,table,spend,later,883.63,32,Angola,Lake Tonyaview
1985-03-23,1170031,drive,land,recent,65.65,93,New Caledonia,Wagnerfort
1997-02-24,6316160,western,side,minute,446.08,14,Kuwait,Jessicashire
1971-02-23,7010829,together,in,laugh,98.03,1,Timor-Leste,Geoffreytown
1978-06-16,2180893,wait,for,start,489.97,27,Montenegro,West Angelicashire
1979-07-25,1155986,seek,think,example,564.3,44,Indonesia,Haleyburgh
1986-01-28,5609514,wife,such,green,377.27,91,Czech Republic,Martintown
1982-12-20,5834939,source,manage,might,988.89,91,Gibraltar,Lake Craigview
1986-04-24,4407290,part,alone,wall,562.95,74,Morocco,Mikefurt
2021-08-21,6469426,future,guy,listen,268.98,88,Pakistan,West John
2020-09-01,5547218,whom,service,reality,458.58,72,Malawi,New Erica
2011-09-13,1778441,view,effect,parent,593.49,54,Thailand,East Jonathan
2003-09-10,5291429,activity,water,movement,412.72,5,Kiribati,Lake Justin
1987-09-15,5630261,chance,subject,home,804.61,4,Qatar,South Ashleyview
1985-01-30,4415890,just,wrong,half,105.85,7,Algeria,North Jamesburgh
2007-11-09,9580513,use,you,education,694.43,7,Iraq,Williamchester
1975-03-17,5814783,drug,image,serve,102.89,61,Marshall Islands,Lake Judith
1987-11-16,455161,poor,project,as,406.97,72,Senegal,Barryfort
1995-10-17,4495516,glass,someone,city,134.48,57,Benin,Meyersmouth
2005-05-08,5306160,market,trade,have,422.42,81,Cambodia,Tammyfurt
1998-09-16,8025933,world,while,policy,765.3,65,Tuvalu,Garrettshire
1980-10-21,7792597,outside,local,floor,782.55,60,Turkey,South Frank
2012-06-18,4175196,picture,easy,company,916.57,55,Reunion,East Shawn
1975-04-30,367465,black,drop,than,447.44,100,Colombia,East Kristina
2022-11-02,4691801,garden,talk,admit,671.12,31,American Samoa,Lake Melindamouth
2016-09-18,5302335,where,own,goal,262.05,29,Somalia,Kaylaberg
1989-01-07,3700434,beat,sure,forget,417.83,19,Ethiopia,Patrickborough
1980-10-23,4942425,mean,become,tell,360.05,40,Faroe Islands,Ramirezmouth
1975-06-02,8985439,nor,other,fast,76.25,6,Belgium,Bryanborough
2011-06-06,2733822,across,until,appear,753.77,74,Cameroon,Clarkstad
1978-05-28,291667,simply,central,focus,637.64,65,Panama,Davidborough
1978-11-07,4164727,every,fall,action,308.57,77,United Arab Emirates,East Erin
2011-10-20,6594561,majority,room,kitchen,369.66,24,Reunion,South Scottland
1975-10-09,542003,sell,draw,though,905.48,47,Dominican Republic,Josephshire
2022-08-23,9637091,reach,perform,song,180.63,47,United States Minor Outlying Islands,North Andrewview
2009-05-18,1717480,study,avoid,human,820.13,27,Iran,West Danaville
1983-07-08,9958357,skin,rest,evidence,259.84,91,Bosnia and Herzegovina,Port Brandonshire
2014-04-18,2047764,on,represent,offer,112.96,74,Nicaragua,Port Albert
2014-05-05,4836632,eat,bad,most,398.25,15,Bahrain,New Terri
1991-10-15,6334453,table,without,action,495.89,26,Denmark,Lake Heathermouth
1982-08-20,9553688,agree,too,yourself,939.87,88,Cuba,Port Johnburgh
2003-10-14,6597901,black,myself,letter,113.59,72,Myanmar,North Ashley
1997-07-06,216726,local,everyone,senior,193.02,41,Anguilla,Richardmouth
1971-05-06,175639,allow,dog,sell,745.8,64,Slovenia,Robertfort
2009-02-16,8061909,teacher,design,head,807.72,96,Ghana,West Tiffany
1972-08-22,2172530,program,member,federal,472.56,56,Ethiopia,Lake Rachel
2013-01-01,5420684,figure,enjoy,people,392.04,87,Nicaragua,South Darlene
1980-10-12,4993491,issue,as,around,607.4,13,Iraq,Jonesburgh
1982-12-13,3035930,staff,serve,summer,412.17,82,Antarctica (the territory South of 60 deg S),West Amberchester
2010-08-05,3603183,southern,dog,including,610.01,83,Austria,Jamieburgh
1987-03-19,649992,dream,high,bill,178.14,18,Austria,Port Kimberlychester
2018-02-03,4713324,score,natural,arm,84.25,79,Macao,Davidberg
2019-06-24,4199189,indeed,agency,despite,227.98,47,Reunion,Michelleville
1976-04-10,1442161,course,author,smile,586.41,70,Iceland,North Walterton
1975-03-08,8619401,dream,cup,table,817.32,99,Belize,New Frederick
2002-02-18,3376504,girl,term,respond,426.41,48,Guinea-Bissau,West Justin
2010-05-22,8189275,inside,week,image,409.73,99,Ghana,South Douglashaven
2013-08-25,6927394,million,boy,would,200.87,9,Uzbekistan,North Seth
2022-06-20,1605384,produce,toward,seek,458.98,41,Saudi Arabia,South Sherryville
2014-06-12,1860828,build,since,way,773.96,92,Venezuela,Port Stephanie
1982-03-21,5216286,computer,clearly,well,758.18,27,Vietnam,Ruizburgh
1989-03-20,6798984,thousand,smile,security,522.67,6,Faroe Islands,West Mark
2003-01-07,5122295,increase,black,west,457.35,91,Montenegro,Harrisbury
1991-07-30,3418507,hear,resource,ahead,904.89,98,Saint Kitts and Nevis,West Christinaview
1998-04-26,8132501,ability,blood,law,257.97,17,American Samoa,East John
2016-04-16,4544101,result,age,after,185.93,61,Belarus,Espinozahaven
1975-07-23,5599751,term,develop,provide,831.23,48,Saint Helena,Keithmouth
2015-12-17,8051274,decide,machine,plant,117.19,51,Netherlands Antilles,South Alejandrachester
2007-01-31,203626,itself,country,happy,986.86,57,Israel,South Levi
2004-08-20,5596191,affect,former,edge,623.03,52,Qatar,South Fredmouth
2008-09-21,7141378,exist,picture,walk,273.95,76,Solomon Islands,West Jamesbury
1997-04-06,8384198,hear,investment,green,411.1,8,Kiribati,Jenkinsborough
1982-03-07,7116828,commercial,network,benefit,684.1,70,Iceland,East Mary
1973-05-07,2830644,sometimes,other,military,56.67,35,Samoa,Lake Brooke
2023-01-16,1472755,draw,result,drive,555.02,4,Panama,South Larry
2016-12-04,7324469,either,from,plan,54.83,52,Saudi Arabia,Warnerton
2000-01-12,8388771,garden,mean,kid,176.88,75,Korea,Pamelaton
2010-09-15,6489642,line,compare,kitchen,894.89,37,Israel,North Robert
2012-02-08,5596119,Congress,war,fill,436.13,76,Bosnia and Herzegovina,Thomaschester
1992-04-27,703670,really,continue,doctor,684.14,77,Jersey,Petershaven
2015-01-28,1392252,final,understand,top,633.5,31,Netherlands,Lake Trevor
2009-11-04,6327955,think,police,score,631.19,86,Gibraltar,Lake Timothyburgh
1974-10-03,1461935,include,film,positive,590.71,29,Cameroon,East Martin
1980-06-01,8239492,exist,happen,room,539.29,40,Holy See (Vatican City State),East Teresaberg
2008-04-14,5678961,sense,life,fish,135.9,99,Peru,Hernandezside
1993-06-16,4482185,hot,magazine,expect,673.3,84,Ecuador,Wardhaven
2020-12-25,2332802,particularly,among,finally,558.43,5,Benin,Lake Jasonfort
1997-12-07,9410703,successful,apply,up,361.73,58,Trinidad and Tobago,Paceville
2024-01-27,3473170,fall,window,individual,656.35,41,Montenegro,Lake Kaitlin
2009-12-24,8403831,whom,successful,success,824.41,58,Sierra Leone,Lake Richard
1997-04-29,8503583,sort,phone,ground,38.94,46,Saint Vincent and the Grenadines,Donnaport
1989-02-25,7146718,husband,activity,whose,575.85,32,Hungary,Matthewberg
2004-12-30,9525303,want,choose,beyond,164.17,79,Cameroon,Oconnorport
1979-08-07,6574728,call,young,dream,341.95,39,Kuwait,Jenniferland
2009-12-10,1548559,truth,town,there,31.73,62,Korea,Port Justin
2005-01-29,1004714,place,somebody,more,500.12,8,Serbia,East Kenneth
2001-09-15,496992,reality,race,help,576.9,83,Timor-Leste,East Kevin
2002-04-23,6821711,policy,activity,authority,397.49,52,Sierra Leone,New Derek
1984-05-27,7600127,early,field,conference,955.96,92,Uganda,West Kaitlynmouth
1980-09-14,7654023,tend,strategy,growth,211.63,62,Monaco,South Rodney
1972-08-06,5230149,customer,audience,hand,850.91,94,Bosnia and Herzegovina,Parkton
1973-12-14,4071682,education,speak,smile,356.02,66,Guernsey,Hugheston
2001-12-08,5417087,either,who,last,168.08,36,Sri Lanka,Allisonmouth
2022-07-01,9723596,however,fear,skill,853.86,30,South Georgia and the South Sandwich Islands,Sandrachester
1990-10-06,9081230,local,during,road,650.14,9,Congo,Ernestbury
2022-05-20,2282420,everyone,crime,side,169.24,91,Somalia,North Eugeneland
2016-05-19,3654986,action,establish,seat,214.57,2,Madagascar,Jonesmouth
1977-02-03,5553482,life,eat,success,899.39,38,Myanmar,Lake Carly
1999-04-11,6576703,order,study,better,58.4,87,Fiji,Lake Carla
2020-03-22,4396665,dog,assume,rule,378.41,28,Portugal,North Michael
2020-01-17,5799301,western,situation,game,366.26,63,Jordan,Michellehaven
